gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
MMP11	70.4779	62.2886	77.6809	95.9845	147.952	139.691	123.19	57.2408	134.553	145.08	132.378	141.511
CECR2	68.1022	56.7272	16.4778	50.3681	195.214	200.426	152.994	108.942	216.879	240.576	243.289	163.732
SMARCB1	1496.74	1555.44	1393.83	1361.26	1616.1	1528.57	1401.85	1309.08	1551.78	1549.99	1369.6	1340.74
DERL3	186.809	191.983	47.9786	70.9052	25.7569	40.1357	16.8233	26.8537	23.9085	12.8247	34.0827	28.7658
SLC7A4	18.7859	20.0213	36.4831	24.3517	40.0703	24.4276	121.038	160.07	48.6871	34.5237	115.924	106.517
BCL2L13	1368.38	1389.26	1521.84	1434.06	1580.21	1500.15	1623.33	1610.13	1580.11	1615.16	1661.28	1563.64
DDTL	16.5753	27.9739	28.2081	20.0404	6.12165	14.3132	15.5533	19.1997	14.1592	5.0626	36.7981	20.4382
DDT	447.471	359.594	399.923	402.65	283.286	300.36	370.55	416.179	312.015	325.208	334.788	331.585
GSTT2	2.33E-28	4.22241	7.50137	0.950341	4.66236	1.99282	9.31928	6.12999	5.43E-14	1.02E-22	12.18	3.43447
CABIN1	2412.86	2351.41	2216.26	2101.22	2649.79	2342.62	2194.55	2023.74	2275.03	2394.75	2231.35	2102.78
TBC1D10A	245.062	252.274	299.688	348.065	246.225	230.713	261.045	334.392	223.076	234.342	297.637	285.373
SUSD2	79.9805	81.1977	141.238	183.416	44.1801	60.7352	30.7975	28.6204	30.0975	25.7103	29.8148	36.2549
SF3A1	2857.11	2797.34	2890.65	2842.48	2546.99	2620.64	2826.3	2869.42	2839.78	2555.47	2923.03	2883.85
RNF215	157.738	213.495	199.236	252.398	237.432	208.525	220.964	233.95	212.324	219.94	211.167	240.683
SEC14L2	146.499	137.895	256.583	213.827	143.842	161.381	182.798	170.01	158.454	156.098	201.547	177.763
SPECC1L	2297.24	2209.29	2058.36	2091.68	2316.16	2282.82	2499.84	2578.09	2452.72	2311.52	2468.49	2448.6
PPIL2	1070.65	1128.68	1183.84	1157.84	1407.08	1349.81	1351.35	1387.89	1349.41	1416.86	1285.69	1318.22
YPEL1	184.491	149.349	172.042	180.245	233.751	211.089	253.096	122.529	235.13	191.867	282.564	248.927
SNRPD3	3399.8	3326.57	2276.82	2619.73	2792.41	2786.29	2375.57	2819.14	2967.58	3009.52	2420.61	2432.92
PES1	1152.2	1170.13	1108.72	1056.77	1068.54	1129.67	996.444	932.466	1072.88	1076.16	942.147	1080.63
MAPK1	4853.51	4674.97	4102.98	4096.89	4017.26	3741.31	3853.69	4446.29	3674.53	3673.81	3995.17	3744.79
GGT1	157.705	128.771	121.12	112.925	85.7826	115.218	77.7841	150.556	79.0748	60.3001	74.2118	101.686
PRODH	86.9324	86.612	46.8657	52.1474	150.785	118.571	519.23	480.891	101.8	141.045	581.407	469.137
PPM1F	384.837	348.149	473.149	513.09	433.144	491.088	439.114	513.13	452.315	472.86	438.415	464.244
SLC35E4	26.2692	19.4598	29.1685	29.4606	30.7826	22.5588	17.8824	24.0042	31.05	39.4839	39.4205	34.2033
TOP3B	430.344	406.848	585.006	502.197	502.561	591.736	494.164	457.402	509.806	556.801	461.556	509.779
ESS2	406.238	403.762	338.971	342.123	399.63	396.514	320.89	368.366	361.17	395.755	284.877	362.549
MFNG	6.33509	5.56148	14.1238	8.55307	11.3019	13.8823	1.98694	0	9.73742	18.3645	3.57777	14.0342
CARD10	635.884	670.715	694.422	587.312	531.189	559.631	381.491	378.528	673.651	655.615	505.659	552.01
SLC25A1	2532.45	2483.77	2072.68	2179.16	1492.86	1482.81	1210.05	1391.32	1383.58	1446.18	1285.62	1392.89
GRK3	346.054	379.293	588.492	654.785	387.346	464.19	529.518	680.426	464.74	464.622	576.021	681.826
PLA2G3	26.1322	28.9197	44.7254	26.6095	9.24699	7.80881	5.96081	4.61619	17.7044	12.8552	8.34813	0
GGA1	939.969	850.908	899.215	973.147	1102.45	1048.98	918.96	896.461	957.807	947.611	982.695	987.067
HIRA	1193.21	1112.08	1168.06	1138.5	1103.89	976.031	926.616	973.897	1026.94	1019.41	908.023	892.737
SH3BP1	1215.9	1225.2	1234.21	1560.51	1342.12	1541.56	910.238	1173.62	1232.07	1240.75	1069.99	987.8
LGALS1	37.2187	44.4919	49.4333	26.6095	17.4665	13.0147	5.96081	0.923238	17.7044	15.6098	19.0814	16.3732
HPS4	860.736	788.648	841.651	758.682	809.283	831.251	923.28	787.781	855.498	923.456	996.199	990.894
PIK3IP1	479.882	439.358	723.845	977.9	498.311	528.398	438.119	320.364	505.46	514.208	576.022	573.063
ENSG00000100101	1.26E-05	0.000129246	2.81E-14	3.28E-14	2.93497	55.2727	13.1552	1.73386	35.2283	43.5865	6.22E-06	1.19E-08
SRRD	511.688	475.793	506.003	445.856	544.804	550.67	483.393	476.777	594.993	617.518	493.057	443.039
PATZ1	1924.28	1837.51	1647.78	1830.35	2179.21	2023.35	1775.33	1541.81	2067.87	2082.54	1995.2	1988.18
TRIOBP	2187.99	2185.66	2023.24	2193.38	2048.19	2218.14	2013.41	1735.14	1977.81	1854.65	1833	1928.53
TFIP11	936.667	836.722	767.494	858.96	910.057	879.215	890.57	947.785	924.042	868.173	768.704	806.001
GCAT	250.236	229.133	224.804	273.699	132.54	130.147	150.014	162.49	143.406	165.281	127.607	104.087
ANKRD54	395.728	400.42	393.582	400.978	367.762	380.445	469.887	506.426	376.549	426.628	456.751	415.071
EIF3L	4773.9	4967.14	4961.73	5315.35	4879.79	4753.39	4522.37	4550.14	4611.37	4674.43	4713.72	4790.43
SNU13	1252.76	1286.93	1144.03	1223.08	1141.49	1134.89	1160.37	1206.68	1090.59	1197.37	1252.22	1293.49
MICALL1	1384.22	1410.39	1889.06	1970.07	1952.14	1662.41	1909.44	2703.24	1582.78	1583.03	2042.9	2112.13
POLR2F	409.405	365.945	357.803	446.66	402.758	426.882	374.537	397.916	397.464	421.466	380.437	453.771
CCDC134	451.983	481.021	442.316	393.401	396.612	383.141	410.412	402.958	438.646	445.538	341.225	347.963
DEPDC5	387.22	385.966	341.325	363.03	317.012	314.087	362.615	372.974	342.263	274.532	308.881	350.775
PICK1	521.061	561.711	503.75	463.767	569.203	576.986	506.67	482.853	500.149	551.856	515.199	440.906
TTC28	657.397	601.348	471.011	334.982	809.195	784.878	699.683	675.323	843.785	754.478	593.381	592.286
SLC16A8	4.75132	5.56148	5.88492	3.80136	13.3568	10.4117	6.95427	7.3859	7.08176	5.50935	8.34813	9.3561
CENPM	281.119	308.106	151.831	101.686	49.3173	52.0587	46.693	21.2345	23.0157	46.8295	50.0888	29.2378
SEPTIN3	79.9805	122.353	80.0349	71.2756	92.4699	150.97	166.903	108.942	191.207	193.746	151.459	162.562
KDELR3	323.089	314.781	400.174	264.195	271.245	291.529	233.465	230.809	303.631	293.832	215.859	211.682
CYP2D6	9.28162	1.04E-18	3.53095	7.50225	7.48563	5.44092	16.3361	7.76908	10.3818	11.3555	7.62502	28.3188
DDX17	17782.8	18592.9	20218	19444.9	22224.5	23004.2	22599.5	22918.9	23256.7	24188.5	23759.2	23707.1
DMC1	89.4832	53.3903	18.8317	9.50341	15.4117	14.75	13.9085	13.8486	22.1305	4.59113	17.8889	15.2037
TCF20	2735.25	2831.91	2482.28	2565.9	2546.01	2803.42	2045.55	2186.2	2589.3	2884.13	2044.1	2096.93
HSCB	130.568	110.117	135.353	117.492	135.484	153.367	139.949	132.023	154.957	165.025	145.252	126.277
CBY1	760.209	764.147	720.314	718.461	645.232	723.619	621.35	563.164	645.285	707.758	613.773	487.688
TOMM22	844.148	835.334	958.063	928.485	776.747	852.023	848.42	836.456	911.776	917.31	839.584	751.997
RSPH14	13.4621	5.56148	3.53095	4.7517	8.21955	16.4853	21.8563	11.0789	7.08176	1.83645	16.6963	7.01708
XBP1	6882.63	7909.85	7505.46	11220.1	5447.45	6021.13	5053.67	6199.72	4375.54	4628.66	4766.91	5736.6
RTCB	1955.17	1857.53	2336.3	2203.84	1746.65	1802.1	1718.7	1774.47	1873.13	1836.45	1637.43	1536.74
JOSD1	1240.09	1209.08	1362.94	1360.89	1095.25	1179.99	1255.74	1137.42	1149.91	1237.76	1458.55	1325.06
FBXO7	1557.64	1527.18	1619.53	1411.26	1498.01	1429.01	1356.08	1301.77	1402.18	1516.91	1484.77	1375.34
GTPBP1	885.188	861.987	1032.08	865.44	765.534	927.285	861.101	725.589	906.902	891.396	1015.71	860.291
POLDIP3	3178.72	3084.88	2588.68	2584.77	2974.49	2799.92	2481.55	2165.31	2929.1	3049.04	2398.19	2569.21
RAB36	563.823	598.416	451.962	440.958	487.008	466.793	567.27	455.156	502.805	405.856	576.021	546.162
TIMP3	60.9752	45.6042	216.565	153.005	213.708	64.2057	845.441	502.241	310.712	227.72	1222.41	1367.16
PPP6R2	824.085	845.774	899.704	921.141	1119.21	1063.25	1115.07	1128.55	1164.43	1140.35	1049.77	1018.11
SBF1	1578.5	1574.58	2162.81	2028.72	1935.38	2273.72	1884.21	2141.56	1837.35	2034.88	1926.94	2118.52
SUN2	1270.33	1176.86	1749.13	2059.71	1119.66	1317.3	1575.87	1398.78	1304.38	1178.28	1531.66	1422.6
CYB5R3	1652.59	1481.85	1418.29	1394.2	1577.98	1459.88	1696.06	1494.75	1437.15	1361.44	1701.89	1771.85
DNAL4	416.532	486.074	355.449	440.958	429.472	522.322	411.296	412.687	578.933	475.641	430.525	454.94
LMF2	590.749	592.853	503.749	384.888	390.428	385.234	390.434	419.15	290.353	325.052	534.28	552.008
RHBDD3	249.444	302.545	208.326	194.82	256.861	238.602	149.02	144.948	218.649	228.638	197.97	149.698
PACSIN2	2311.53	2369.19	2517.55	2564.01	2349.76	1961.76	3533.74	3995.72	2575.1	2369.97	3438.27	3233.71
TTLL1	155.21	197.967	170.663	183.416	218.805	175.249	160.845	161.533	220.371	180.857	193.145	227.976
AP1B1	3298.26	3277.97	3478.04	3770.03	2775.11	3061.08	2343.59	2718.91	2568.89	2697.74	2358.95	2433.74
HMGXB4	1142.69	1016.64	1020.45	1065.33	846.613	969.157	756.025	768.134	872.825	874.152	759.681	719.251
TOM1	394.359	420.449	550.828	609.168	602.082	659.412	793.78	931.545	583.36	580.32	836.006	837.372
NEFH	178.174	163.508	161.247	110.24	46.235	42.5146	68.5493	53.5478	97.3742	103.76	101.37	132.155
CHKB	394.434	475.936	538.315	433.864	590.84	736.538	497.689	474.416	510.076	590.808	547.836	535.34
BIK	39.5943	26.6951	42.3714	42.7653	60.6192	68.544	61.595	31.3901	76.1289	54.1753	81.0962	80.6964
HMOX1	162.337	185.753	382.52	317.413	206.516	283.72	230.485	397.915	199.174	181.809	178.889	182.444
MCAT	285.871	280.299	218.919	270.847	271.245	269.838	310.955	263.123	264.681	253.43	279.066	253.784
THOC5	620.045	630.672	603.794	535.041	713.047	659.411	492.76	527.169	655.064	730.908	514.007	591.773
MCM5	2142.86	1894.23	952.181	878.113	704.827	768.733	549.388	360.986	611.686	638.164	498.504	465.466
ARSA	374.562	357.047	548.474	553.098	491.118	454.645	519.583	532.708	395.694	382.9	682.163	563.704
TSPO	115.615	112.342	291.892	255.641	41.0977	24.2941	93.386	74.7823	57.5393	56.93	76.3258	120.46
RASD2	114.824	94.5452	34.1325	56.0701	147.952	130.147	21.8563	16.6183	119.505	113.86	16.6963	22.2207
TTLL12	1002.53	1037.77	1080.47	977.903	818.87	769.599	687.48	780.136	791.389	815.388	759.679	759.016
CBX7	181.671	158.043	259.835	291.705	144.35	167.848	216.723	219.177	172.128	159.138	294.854	226.533
PDGFB	74.4373	109.005	254.228	190.068	124.321	98.0439	152.994	107.096	142.52	134.979	221.822	223.377
RPL3	29599.5	29184.1	24901.1	27110.5	25374.6	26468.4	20827.7	19752.2	23393.4	25568.4	21137.5	22455.9
ZMAT5	145.707	137.925	72.973	112.133	102.721	101.514	106.287	91.4005	100.03	114.757	96.5471	112.029
RBFOX2	2675.04	2562.73	2837.68	2543.12	3680.27	3710.93	3117.54	2529.68	4237.6	4179.82	3487.17	3340.11
SYNGR1	207.474	219.122	461.378	437.157	447.965	373.955	1013.34	1155.89	463.855	469.213	1017.28	1073.61
TAB1	541.65	508.321	557.89	566.404	436.664	576.983	613.962	551.174	593.098	472.887	487.77	519.264
ASCC2	1048.46	1071.14	1133.44	1296.27	913.398	852.027	829.544	877.999	881.681	855.786	890.866	916.897
MTMR3	1860.48	1900.93	2171.59	2210.8	2258.34	2204.14	1926.41	2245.18	2251.78	2075.08	2081.18	2119.5
MIEF1	1537.86	1514.96	1420.61	1396.04	1443.57	1430.76	1524.97	1608.27	1535.86	1471	1573.02	1424.46
APOL4	364.268	395.977	237.751	424.802	75.0034	53.794	30.7975	36.9295	52.228	30.3014	34.5851	24.5598
PNPLA5	20.589	17.7968	24.7167	6.65238	8.21955	6.07352	0.993468	0.923238	5.31132	4.59113	0	3.50854
APOL1	912.249	915.423	1608.94	1663.1	247.613	328.838	501.702	317.593	231.928	208.437	415.022	397.634
PNPLA3	212.226	189.103	324.847	247.089	87.3328	123.206	59.6081	64.6266	181.47	184.563	103.755	67.8317
MYH9	21601.8	20697.9	27468.2	27703.9	18613.2	19441.8	19072.1	18751.7	19995.2	20268.7	20979.2	20948.4
SAMM50	930.465	840.885	908.63	876.214	880.519	852.896	902.067	939.858	879.025	830.077	877.747	817.489
TXN2	982.723	986.608	1043.98	1024.46	892.85	884.125	1081.89	1036.8	812.637	750.19	911.137	984.734
FOXRED2	574.911	429.346	343.679	314.563	221.928	177.867	338.773	246.505	227.501	195.582	300.533	321.616
EIF3D	3089.86	3170.05	2975.4	3319.54	2876.81	2732.2	2384.3	2542.59	2757.49	2903.41	2486.58	2797.48
TNRC6B	1492.7	1511.62	1612.48	1579.47	1836.04	2007.75	1930.3	2070.81	2270.61	2187.25	1775.77	1612.77
SGSM3	1403.61	1467.32	1432.58	1867.83	1630.17	1773.53	1367.88	1541.13	1517.16	1558.81	1462.56	1583.16
IFT27	356.395	395.977	321.656	383.938	436.664	454.261	451.035	334.614	375.63	433.185	478.697	499.382
PVALB	26.1322	14.4599	22.3627	20.9075	7.19211	8.67645	6.95427	14.7718	7.96698	3.6729	9.54072	14.0342
KIAA0930	993.815	949.905	1327.64	1463.52	1224.71	1235.53	1490.2	1627.67	1263.21	1332.35	1558.72	1688.77
NCF4	45.1375	44.4919	76.5039	95.0341	13.3568	18.2205	19.8694	30.4668	15.934	4.59113	5.96295	22.2207
CSF2RB	0	0	11.7698	25.6592	7.1921	14.75	9.93468	21.2345	7.08176	2.75468	7.15554	16.3732
SLC25A17	547.987	618.436	456.669	502.73	450.02	485.015	577.204	581.64	553.262	490.332	560.517	541.485
UPK3A	10.2945	14.4599	49.4333	122.594	3.08233	0	26.8236	13.8486	0	0.918226	11.9259	9.3561
FAM118A	464.043	558.375	719.136	769.775	475.704	432.088	501.702	680.43	451.461	479.314	438.874	453.77
KCTD17	348.43	363.721	486.095	530.291	249.669	279.382	411.295	418.227	323.991	340.662	412.636	460.788
ST13	7305.11	7813.9	7079.52	7322.52	7670	7753.28	7826.51	8835.42	8024.54	8053.89	7290.39	6928.25
IL2RB	34.0511	36.7058	32.9555	23.7585	16.4391	19.9558	0.993468	1.84648	18.5896	21.1192	7.15554	0
RBX1	1001.74	908.747	830.951	876.214	820.927	844.219	809.676	867.844	907.35	855.786	728.673	706.385
EP300	4820.15	4618.33	5488.33	5289.57	4921.49	4464.01	4605.76	5513.69	6433.17	6230.1	6464.94	6125.85
L3MBTL2	1061.36	1007.72	813.213	1022.54	1050.33	1083.19	1046.23	1083.83	1031.86	931.807	930.921	974.153
RANGAP1	2295.67	2253.49	2476.38	2166.79	1817.54	2028.54	1453.44	1356.24	1776.65	2011.84	1338.1	1387.04
ZC3H7B	2489.7	2594.99	2809.46	2780.7	3000.13	2895.32	2653.55	2378.26	2955.74	3002.59	2592.69	2795.14
PHF5A	500.472	550.587	455.493	461.866	451.048	420.808	375.531	408.994	478.904	524.307	325.577	350.854
ACO2	1893.34	1927.56	2065.61	1923.24	2081.79	2042.2	3493.61	3376.29	1990.36	1805.23	2741.66	2616.33
POLR3H	841.054	777.547	863.907	892.626	751.899	738.585	772.359	657.344	815.782	863.132	716.862	740.175
TRMU	496.513	536.127	443.723	441.908	529.134	550.087	503.688	466.235	411.627	479.314	384.014	402.312
PMM1	631.116	623.997	408.413	514.133	365.77	428.617	297.047	302.822	312.483	314.952	301.726	281.853
DESI1	542.442	606.202	650.872	637.679	617.494	571.778	611.976	688.735	571.852	548.181	682.162	658.436
CERK	699.236	725.218	540.236	403.895	878.464	716.675	996.448	649.036	1056.95	1090.85	1223.6	1025.66
BRD1	1140.31	1318.07	1258.2	1220.25	1309.99	1130.54	1214.02	1331.32	1234.88	1218.49	1299.92	1360.15
ZBED4	1536.26	1595.03	1554.8	1801.85	1791.86	1824.66	1428.61	1545.5	2047.51	1913.58	1447.8	1561.3
HDAC10	168.812	240.159	255.269	247.248	225.573	233.27	191.086	220.971	224.544	228.689	218.781	305.642
ABHD4	1499.83	1401.49	1583.04	1578.52	1443.56	1502.76	1419.67	1466.11	1239.31	1249.71	1303.5	1270.09
KHNYN	2260.16	2250.78	3643.11	3693.66	2987.28	3080.1	3056.35	3336.33	3200.35	3153.55	3073.05	3363.17
FKBP3	2089.78	2159.36	1823.24	1827.11	1887.55	2067.2	1761.74	1794.9	2148.99	1993.58	1620.32	1558.92
SDR39U1	408.521	413.171	477.466	354.787	382.698	400.933	447.591	431.417	390.129	467.022	479.695	473.97
RBM23	1666.13	1887.57	1402.96	1444.5	1448.69	1318.82	1247.8	1267.61	1446.44	1474.67	1401.29	1453.71
PRMT5	1484.01	1494.67	1384.04	1399.53	1507.81	1460.25	1201.5	1262.06	1543.68	1570.03	1186.49	1234.7
COCH	43.4713	33.3689	14.1238	11.7161	6.86789	16.4853	1.98694	4.61619	18.5896	24.7921	5.96295	2.33901
AP4S1	176.328	147.512	147.213	149.401	184.414	181.338	204.654	249.274	211.568	202.014	208.747	250.277
POLE2	194.012	167.957	78.858	76.9776	38.0154	58.9998	19.8694	29.5436	45.1462	55.0935	36.9703	42.1024
VCPKMT	213.018	173.518	217.742	164.409	204.461	197.823	149.02	221.577	228.387	212.11	188.429	176.596
SOS2	1132.39	1253.56	1528.9	1503.43	1457.94	1246.81	1702.81	1822.46	1573.04	1454.46	1621.93	1513.34
CDKL1	79.4263	63.2678	106.52	109.173	68.3136	54.7137	168.2	122.404	85.0296	34.7846	141.99	94.0145
NIN	1451.92	1375.91	1354.71	1376.09	1253.48	1189.54	1240.84	1383.93	1162.3	1157.88	1388.77	1298.16
PYGL	130.661	133.476	245.99	231.883	63.7015	48.5881	220.55	285.28	87.6367	76.2127	351.815	367.226
TRIM9	21.3809	18.909	10.5929	2.85102	27.741	19.0882	9.93468	7.3859	5.31132	11.9369	7.15554	16.3732
PSMC6	1818.16	1865.33	1806.66	1771.42	1809.93	1783.83	1497.16	1620.27	1729.72	1731.78	1277.24	1330.91
GNPNAT1	1978.82	1962.08	1599.53	1604.18	1370.6	1399.49	1250.77	1226.07	1312.79	1408.57	1163.69	1169.51
DDHD1	420.492	477.176	381.343	400.094	472.624	407.794	473.884	395.146	504.575	521.552	534.281	480.669
CDKN3	172.631	194.652	163.601	115.942	16.4391	15.6176	45.6995	24.0042	7.96698	10.1005	25.0444	21.0512
CNIH1	1972.59	2024.39	1958.49	1841.77	1923.38	1855.03	2053.5	2177.92	1999.71	1919.1	2039.34	1944.91
CGRRF1	280.328	253.604	249.52	229.982	303.096	301.94	265.256	289.897	300.089	271.795	263.563	272.496
ATP6V1D	1232.98	1264.68	1312.33	1203.13	1303.83	1356.99	1526.97	1549.21	1447.34	1378.26	1330.92	1209.27
CCDC198	2318.65	2294.67	714.429	718.457	2331.27	2315.74	1660.09	1579.66	1889.06	2054.99	1335.7	1360.14
PLEK2	22.1728	15.5722	20.0087	19.9572	26.7135	16.4853	41.7256	21.2345	19.4748	26.6285	40.5481	45.611
PIGH	225.073	249.735	204.372	185.091	222.425	260.357	262.083	326.637	214.143	226.934	252.023	246.41
PSMA3	1530.71	1591.69	1368.83	1434.07	1403.49	1316.22	1158.39	1184.51	1301.27	1471.92	1035.17	1112.21
VTI1B	1419.92	1333.63	1569.16	1600.28	1476.75	1380.53	1419.48	1532.99	1444.97	1396.61	1478.81	1452.17
TIMM9	296.958	283.635	291.892	269.897	284.602	282.852	297.047	312.977	320.449	229.556	319.614	328.633
GSTZ1	97.402	53.3903	91.8047	81.7293	104.799	95.441	94.3795	51.7013	79.6698	89.9861	90.6369	79.5268
KIAA0586	669.936	610.176	523.758	531.208	548.655	609.087	530.507	517.013	505.461	598.272	582.243	530.634
TMED8	1596.44	1480.47	1334.7	1411.26	1363.42	1388.23	1453.44	1434.71	1278.26	1479.26	1296.35	1217.46
SAMD15	259.739	306.994	185.963	217.628	296.931	325.367	255.321	205.882	270.877	279.141	182.466	181.274
AHSA1	2079.5	2513.78	1713.69	1755.28	2052.83	2091.89	1372.97	1526.11	1909.41	2304.74	1389.37	1253.72
DAAM1	1575.07	1817.51	1894.93	2116.43	2038.44	1950.47	1882.62	2324.66	1919.16	1836.46	2053.66	1854.83
SPTLC2	5635.83	6021.98	6851.51	7241.97	9080.29	7954.54	11283	10586.2	8572.51	8085.63	10894.8	10070.4
RIN3	157.585	142.374	229.512	180.565	170.556	173.529	172.863	162.49	171.733	182.727	159.807	153.206
LGMN	1158.53	1084.49	1124.02	1258.25	1373.69	1573.03	1796.19	1459.63	991.447	1143.19	1668.44	1763.62
ALKBH1	252.611	265.839	185.963	225.231	279.465	227.323	203.661	262.199	316.023	283.731	197.97	192.97
SNW1	1694.65	1684.02	1637.19	1689.71	1501.1	1615.57	1551.8	1661.83	1623.49	1645.45	1326.17	1380.03
ITPK1	1027.08	1072.25	882.742	894.268	735.649	667.221	857.359	802.291	751.551	716.213	772.8	845.562
DHRS7	1164.68	1161.71	891.944	1166	1142.82	1134.46	992.944	854.57	1012.09	917.794	948.692	858.745
PPM1A	2049.4	2056.63	2065.6	1990.96	2268.6	1973.9	2362.48	2714.31	2183.84	2181.71	2534.26	2267.69
SIX4	314.379	300.32	391.936	385.838	359.605	353.131	333.805	338.828	317.794	262.612	294.57	300.565
GALNT16	79.9805	47.8288	32.9555	19.9572	52.3996	31.2352	55.6342	22.1577	53.9984	45.9113	71.5554	76.0183
CEP128	278.744	254.716	170.663	182.465	81.168	91.1027	127.164	76.6287	84.9811	76.2127	96.5999	83.0354
ERH	2383.58	2288.01	2363.38	2288.43	1828.85	2120.52	1903.49	1832.63	2224.57	2391.97	1738.79	1768.3
HIF1A	8555.04	8885.41	13434.7	11160.4	8630.6	8050.34	12107.7	15448.7	9582.47	8917.14	11275.8	9876.87
SUSD6	741.206	674.052	905.1	885.717	912.37	948.336	1153.42	1142.04	908.235	928.326	1179.47	1169.51
SRSF5	3831.92	3048.79	4757.42	5098.52	3818.02	4177.7	5800.93	5977.86	4356.16	4322.11	6146.61	5841.74
EIF5	6636.08	6422.32	6324.47	5837.56	6960.58	7205.1	5331.87	5858.89	6793.23	7122.41	5520.3	5501.19
SERPINA4	39.5943	33.3689	21.1857	38.0136	60.6191	68.5439	8.94121	10.1556	46.0314	64.2758	32.1999	28.0683
DICER1	6796.74	6714.93	6014.37	6681.85	8343.89	7744.63	7088.39	8201.09	7752.78	8113.5	6558.03	6355.09
ZFYVE21	1164.45	1084.88	1189.1	1232.98	1022.44	1204.23	1267.73	1191.08	985.666	1135.88	1166.35	1118.25
MTHFD1	3435.87	3277.11	2139.91	2135.91	1283.75	1278.5	1233.56	1130.69	1580.54	1482.22	1468.55	1302.91
ZC3H14	2383.07	2522.54	2179.32	2015.97	2348.03	2069.28	2301.8	2462.36	2315.07	2361.01	1997.83	1982.4
TELO2	682.604	654.03	542.589	478.972	454.13	552.689	384.473	406.226	409.857	426.056	386.4	435.058
PCNX1	2625.9	2635.04	2767.08	2566.86	2702.16	2613.93	2713.2	2658.02	2757.46	2558.16	2616.46	2654.79
GSKIP	1057.97	1002.18	1154.63	1072.94	1024.37	924.035	798.753	1051.56	957.802	984.343	841.973	675.976
VRK1	848.112	788.618	401.351	523.638	303.096	307.146	315.923	295.436	228.387	272.713	271.911	286.531
PSMC1	2454.05	2467.94	2814.6	2762.14	2262.9	2638.91	2512.55	2390.44	2630.45	2590.52	2104.55	1899.51
PAPLN	39.5943	55.6148	134.176	97.8851	40.0703	61.6028	64.5754	29.5436	31.8679	37.6473	46.511	57.3061
RPS6KA5	306.723	274.339	284.065	337.302	203.434	193.935	270.223	380.009	246.917	166.948	286.222	267.677
PPP4R3A	2825.46	2758.49	2727.07	2639.08	3009.38	2927.43	2629.7	3209.16	3060.22	3163.29	2516.36	2412.69
C14orf93	167.88	176.855	170.663	182.465	143.842	133.617	171.87	172.645	153.143	160.69	161	185.953
PSMB5	1381.04	1511.61	1652.49	1569.97	1224.72	1324.9	1189.18	1185.44	1376.51	1403.96	1134.16	1267.76
YY1	3659.34	3963.12	3997.04	3807.99	3550.83	3356.06	3393.66	4266.25	3664.77	3579.24	3782.89	3507.36
ACIN1	4413.21	4670.53	4943.36	4532.15	4872.15	5959	4056.33	4379.83	5536.18	6240.25	4162.12	4112.01
CCNB1IP1	460.877	393.753	441.369	464.715	497.282	540.544	646.748	553.02	472.706	450.849	628.494	598.79
TRIP11	2424.71	2397	2366.92	2443.35	2356.94	2237.64	2606.86	2912.84	2496.35	2433.3	2282.59	2401.01
APEX1	4897.09	4695.02	4624.39	4750.76	4038.9	4470.11	3652.99	3569.25	4347.27	4692.14	3485.99	3632.5
